ano_base,unidade_id,TSG,TSPG,TS,iTS
2021,823,0.5481586402266289,0.3303148509334076,0.47554404379555515,4.148604666055066
2021,839,0.5537190082644629,0,0.36914600550964194,3.2203974813556564
2021,840,0.5833333333333334,0,0.38888888888888895,3.3926326700351255
2021,841,1.0256410256410255,0.7851285460992907,0.9454701991271139,8.24819936426553
2021,858,1.06,0,0.7066666666666667,6.164898223263827
2021,940,0.8983050847457628,0.09803921568627451,0.6315497950592667,5.509585202071001
2021,968,0.27134146341463417,0.3050925925925926,0.28259183980728697,2.4653065063256596
2021,994,0.3782051282051282,0,0.25213675213675213,2.1996189838689273
2021,1080,0.3776223776223776,0,0.2517482517482517,2.1962297404423183
2021,2363,0.19148936170212766,0.6435344827586207,0.34217106872095865,2.985070490957721
2021,2364,0.32857142857142857,0.6703703703703703,0.4425044091710758,3.860369781912983
2021,2365,0.5957446808510638,0.5565476190476191,0.5826789935832489,5.083240602275272
2021,2368,0.5306122448979592,0.2816901408450704,0.44763821021366296,3.90515661341209
2021,2443,0.5602409638554217,0.6511363636363636,0.590539430449069,5.151814366334007
2021,2803,0.3755868544600939,0.17889908256880735,0.310024263829665,2.7046245753568554
2021,2804,0.5730337078651685,0.24107142857142858,0.4623796147672552,4.033759338045374
2021,2810,0.4398148148148148,0.1780821917808219,0.35257060713681715,3.0757951549709617
2021,2815,0.5113636363636364,0.6337931034482759,0.5521734587251829,4.817112982964607
2021,2828,0.5729166666666666,0.4358241758241759,0.5272191697191697,4.599413947177839
2021,2836,0.7865168539325843,0.1553030303030303,0.5761122460560663,5.025952870912607
2023,392,0.08163265306122448,0.1125,0.09192176870748299,23.30833427194878
2023,2368,0.06666666666666667,0.06542056074766354,0.06625129802699896,16.799148037260128
2023,778,0.03225806451612903,0.045454545454545456,0.036656891495601175,9.294980855611783
2022,840,0.4316546762589928,0,0.28776978417266186,2.684472822100735
2022,841,0.8354430379746836,0.6308333333333334,0.7672398030942336,7.157229538055353
2022,858,0.98,0,0.6533333333333333,6.094648130442701
2022,940,0.7226890756302521,0.17708333333333334,0.5408204948646125,5.0450672723444505
2022,968,0.436,0.1604995374653099,0.34416651248843666,3.210572130457095
2022,994,0.4859154929577465,0,0.323943661971831,3.0219223986817076
2022,1080,0.5182481751824818,0,0.34549878345498786,3.2230002775318924
2022,2363,0.24,0.2918233082706767,0.25727443609022554,2.3999956544816228
2022,2364,0.3125,0.3339130434782609,0.3196376811594203,2.98175387127138
2022,2365,0.36,0.2251984126984127,0.31506613756613755,2.939108030025403
2022,2368,0.4519774011299435,0.36567328918322295,0.42320936381436997,3.947926772383309
2022,2443,0.5075075075075075,0.43189688341669874,0.4823039661439046,4.499193314638849
2022,2803,0.5329341317365269,0.12916666666666668,0.39834497671324015,3.7159782667294756
2022,2804,0.6781609195402298,0.4574074074074074,0.6045764154959556,5.639817123079861
2022,2810,0.40963855421686746,0.3459735245449531,0.3884168776595627,3.6233635672350695
2022,2815,0.519774011299435,0.5605759682224429,0.5333746636071043,4.975608514865117
2022,2828,0.35714285714285715,0.27555555555555555,0.32994708994708993,3.0779256350373085
2022,2836,0.7126436781609196,0.20437956204379562,0.5432223061218783,5.067472672072161
